y_true,y_pred,y_text,content,category
0,5,"Đáp án: 5.
Giải thích: Bình luận ""Hổn cũng dễ thương luôn kkkkkkk"" không liên quan đến việc đặt câu hỏi, chọn thông số sản phẩm, chốt đơn hàng hay hủy đơn hàng. Nó chỉ là một lời bình luận về cảm nhận của người viết về sản phẩm hoặc về người bán hàng, và thể hiện sự thích thú với sản phẩm. Do đó, đáp án là 5 - Không thích sản phẩm.",Hổn cũng dễ thương luôn kkkkkkk,others
0,4,"Đáp án: 4.
Giải thích: Bình luận ""Em chỉ dc chốt trên livetream K"" thể hiện rằng người viết đã chốt đơn hàng trong buổi livestream. Do đó, đáp án là 4 - Đã chốt đơn.",Em chỉ dc chốt trên livetream K,others
3,5,"Đáp án: 5.
Giải thích: Bình luận ""Set"" không cung cấp thông tin đủ để xác định mục đích hoặc ý định của người viết. Nó có thể chỉ là một lời bình luận ngắn về sản phẩm, không liên quan đến việc đặt câu hỏi, chọn thông số sản phẩm, chốt đơn hàng, hay muốn hủy đơn hàng. Do đó, đáp án là 5 - Không thích sản phẩm.",Set,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm và yêu cầu mua một ""set"" sản phẩm đen dồn. ""Set"" có thể ám chỉ một bộ sản phẩm gồm nhiều món khác nhau, và ""đen dồn"" là màu sắc hoặc kiểu dáng của sản phẩm.",Set đen dồn,others
3,3,"Đáp án: 3. Bình luận ""Sẻt đen"" có thể là người muốn chọn thông số cho sản phẩm, chẳng hạn như yêu cầu chọn màu đen cho sản phẩm.",Sẻt đen,others
0,0,"Đáp án: 0. Không phân tích được vì bình luận ""Fgh"" không có thông tin để hiểu ý kiến của người bình luận.",Fgh,others
0,0,"Đáp án: 0. Bình luận ""Kkkkkkkkkk"" không có nội dung cụ thể, không phân loại được vào bất kỳ nhãn nào trong số các lựa chọn đã cho.",Kkkkkkkkkk,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách yêu cầu ""set bn"" (có thể là ""size bao nhiêu"") và thêm ""c"" là viết tắt của ""chắc"" hay ""có chắc không"".",set bn c,others
0,0,"Đáp án: 0. Không phân tích được ý nghĩa của bình luận ""Xzzzxxx"".",Xzzzxxx,others
0,4,Đáp án: 4. Bình luận này đã thông báo rằng người dùng đã hoàn tất quá trình đặt hàng và chốt đơn hàng.,Mừng wá mua mãi hàng nhà thương mới được chốt,others
2,2,"Đáp án: 2. Người bình luận đang đặt câu hỏi về sản phẩm, họ muốn biết liệu sản phẩm ""chân váy Fendi"" còn có sẵn trong kho hàng của người bán hay không.",Chị ơi chân váy fendi còn k ạ,others
2,2,Đáp án: 2. Người bình luận đặt câu hỏi về việc còn hàng không và muốn biết khi nào shop sẽ có thêm hàng để mua.,Mau jum den con hang nua kg shop Minh lên live kg kịp de mua,others
0,0,"Không phân tích được. Bình luận này không có ý nghĩa hoặc không liên quan đến sản phẩm, do đó không thể phân tích được theo các nhãn đã cho.",2222222.0,others
0,0,Không phân tích được vì bình luận không mang ý nghĩa rõ ràng hoặc không liên quan đến sản phẩm.,Njjjnj,others
