y_true,y_pred,y_text,content,category
0,0,"Đáp án: 0.
Giải thích: Bình luận này không liên quan đến sản phẩm hoặc quá trình mua bán, mà chỉ là một lời bình luận về cảm nhận về hình ảnh hoặc video trong livestream. Không có thông tin để xác định bất kỳ yêu cầu hay phản hồi nào liên quan đến sản phẩm hoặc dịch vụ.",Hổn cũng dễ thương luôn kkkkkkk,others
0,4,"Đáp án: 4.
Giải thích: Bình luận này cho thấy người viết đã chốt đơn hàng trong livestream, nhưng vẫn chưa nhận được sản phẩm. Do đó, đáp án là 4 - ""Nếu đã chốt đơn nhưng chưa nhận được sản phẩm"".",Em chỉ dc chốt trên livetream K,others
3,3,"Đáp án: 3.
Giải thích: Bình luận này chỉ gồm một từ ""Set"" nên không cho phép xác định rõ ý đồ của người bình luận. Tuy nhiên, nếu trong livestream bán hàng đó có nhiều set sản phẩm và người bình luận muốn chọn một set nào đó thì có thể hiểu rằng đây là ý muốn chọn thông số cho sản phẩm.",Set,others
3,3,"Đáp án: 3. Người bình luận muốn chọn một thông số cho sản phẩm, có thể là màu sắc hoặc kích cỡ. ""Set đen dồn"" có thể chỉ ra rằng sản phẩm được bán trong set, và màu sắc của set đó là đen.",Set đen dồn,others
3,3,"Đáp án: 3. Bình luận này có nội dung liên quan đến thông số sản phẩm, đó là màu sắc và kiểu dáng ""sẻt đen"". Người bình luận có thể muốn biết thêm chi tiết về sản phẩm hoặc thảo luận về sản phẩm này.",Sẻt đen,others
0,0,Không phân tích được.,Fgh,others
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Kkkkkkkkkk"" không chứa đủ thông tin để phân tích được ý kiến của người bình luận về sản phẩm hay dịch vụ.",Kkkkkkkkkk,others
2,3,"Đáp án: 3. Người bình luận muốn hỏi về thông số của sản phẩm ""set"" như số lượng và giá bán (""bn"" và ""c"").",set bn c,others
0,0,"Đáp án: 0. Không phân tích được ý nghĩa của bình luận ""Xzzzxxx"".",Xzzzxxx,others
0,4,"Đáp án: 4.
Giải thích: Bình luận cho thấy người dùng đã chốt đơn hàng nhưng vẫn chưa nhận được sản phẩm, do đó đáp án là 4 - ""Nếu đã chốt đơn nhưng chưa nhận được sản phẩm"".",Mừng wá mua mãi hàng nhà thương mới được chốt,others
2,3,Đáp án: 3. Người bình luận đang hỏi về chân váy Fendi và xác nhận xem còn sản phẩm này hay không. Việc họ đề cập đến thương hiệu Fendi cũng cho thấy họ có kiến thức về thời trang và quan tâm đến các sản phẩm cao cấp.,Chị ơi chân váy fendi còn k ạ,others
2,2,Đáp án: 2. Bình luận này đang thắc mắc xem còn hàng không và muốn mua thêm sản phẩm nữa.,Mau jum den con hang nua kg shop Minh lên live kg kịp de mua,others
0,2,"Không phân tích được vì bình luận ""2222222.0"" không mang ý nghĩa rõ ràng hoặc liên quan đến sản phẩm bán hàng.",2222222.0,others
0,0,"Bình luận này không mang nội dung cụ thể hoặc không rõ ý nghĩa, không thể phân tích được.",Njjjnj,others
1,1,"Đáp án: 1. Bình luận này nhắc tên riêng ""Thu Hằng"".",Thu Hằng,others
0,0,"Đáp án: 0. Không thể phân tích được ý nghĩa của bình luận ""Adh"" vì không có đủ thông tin để hiểu được ý của người viết.",Adh,others
