y_true,y_pred,y_text,content,category
3,2,"Đáp án: 2. Bình luận này có vẻ không liên quan đến sản phẩm hoặc livestream bán hàng, và cũng không có thông tin đủ để phân tích theo các nhãn đã đề ra.",E có 18 k mới lag,clothing
0,0,Đáp án 0. Bình luận không có nội dung cụ thể để phân tích hoặc hiểu ý đồ của người bình luận.,"..,,,",clothing
3,3,"Đáp án: 3.
Giải thích: Bình luận ""19.0"" có thể là người xem đang yêu cầu chủ shop cung cấp thông tin về kích thước hoặc giá cả của sản phẩm. Số ""19.0"" có thể là giá của sản phẩm hoặc kích thước của sản phẩm đó. Tùy vào ngữ cảnh livestream mà chúng ta có thể xác định được ý nghĩa chính xác của bình luận này. Tuy nhiên, với thông tin có sẵn, đáp án 3 là phù hợp nhất.",19.0,clothing
3,3,Đáp án: 3. Bình luận này có thể là người muốn chọn kích cỡ hoặc thông số cho sản phẩm. Số 21.0 có thể là kích cỡ hoặc thông số khác của sản phẩm.,21.0,clothing
0,0,"Đáp án: 0. Bình luận ""Ok"" không cung cấp đủ thông tin để phân tích một hành động cụ thể, do đó không có đáp án chính xác trong trường hợp này.",Ok,clothing
3,2,"Không thể phân tích được ý nghĩa của bình luận ""22.0"" một cách chính xác.",22.0,clothing
3,0,Người bình luận đã nhận được sản phẩm và không thích sản phẩm.,22.0,clothing
3,1,"Đáp án: 1. Bình luận này có thể là một đơn đặt hàng của người dùng với mã sản phẩm ""Ma221"" và họ đang nhắc đến mã sản phẩm đó trong bình luận của họ.",Ma221,clothing
3,3,"Đáp án: 3.
Giải thích: Bình luận ""M22"" có thể là người dùng muốn chọn thông số kích cỡ sản phẩm để mua. M22 có thể là mã sản phẩm hoặc mã kích cỡ của sản phẩm. Tuy nhiên, vì thông tin còn rất hạn chế nên không thể kết luận chính xác được.",M22,clothing
3,3,"Đáp án: 3. Bình luận này có thể là yêu cầu chọn size M và mã sản phẩm là 23. Tuy nhiên, việc phân tích dựa trên một vài từ đơn lẻ trong một câu có thể không chính xác 100%.",M23,clothing
2,2,Đáp án: 2. Bình luận này đang thắc mắc về việc có chốt được đơn hàng mã 18 không và không thấy phản hồi từ người bán hàng.,Mã 18chị chốt đc ko vậy e ko thấy trả lời,clothing
3,0,"Bình luận ""Xam"" không có đủ thông tin để phân tích ý nghĩa, không thuộc bất kỳ trường hợp nào trong các lựa chọn.",Xam,clothing
