y_true,y_pred,y_text,content,category
2,0,Error occurred,Sét den k càn dự bị cam nha chị,others
3,0,"Người bình luận đặt câu hỏi về việc còn hàng để mua trong tương lai hay không. Bình luận này không nhắc tên riêng, không chia sẻ, không chọn thông số, không chốt đơn hàng, không thể hiện sự thích hay không thích sản phẩm và không muốn hủy đơn hàng hoặc không muốn nhận sản phẩm.",Còn thi lấy em 1 set nha,others
3,5,"Đáp án: 5.
Giải thích:
""Bộ đồ màu đen"" có thể là một trong những sản phẩm được bán trong livestream và ""set den"" có thể là cách người bình luận miêu tả sản phẩm này. Tuy nhiên, bình luận của người đó không rõ ràng, vì vậy chúng ta không thể xác định chính xác nội dung bình luận. Tuy nhiên, với từ ""không thích"", chúng ta có thể suy đoán rằng người đó có ý kiến tiêu cực về sản phẩm. Do đó, đáp án là 5 - Không thích sản phẩm.",set den,others
3,3,"Đáp án: 3.
Giải thích:
Bình luận này có chứa các thông số về sản phẩm, bao gồm màu sắc và thời điểm mặc. Do đó, đáp án là 3 - Chọn thông số cho sản phẩm. Người bình luận muốn mua sản phẩm màu đen và không cần chuẩn bị cùng với sản phẩm màu cam hoặc xanh hồi trưa. Tuy nhiên, bình luận này không rõ ràng về nhu cầu của người bình luận, do đó, chúng ta không thể xác định rõ ràng ý đồ của người đó.",E chốt đen k can dự bị cam với xanh hồi trưa nha chị,others
3,3,"Đáp án: 3.
Giải thích:
Bình luận ""23.0"" có thể là thông số kích thước của sản phẩm, có thể là kích thước của quần áo hoặc giày dép. Do đó, đáp án là 3 - Chọn thông số cho sản phẩm. Tuy nhiên, vì bình luận này thiếu thông tin và không rõ ràng, nên chúng ta không thể xác định chính xác ý định của người bình luận.",23.0,others
2,2,"Đáp án: 2. Bình luận này là một câu hỏi về việc mua hàng sỉ, không nhắc tên riêng hoặc chia sẻ, không chọn thông số sản phẩm, không đã chốt đơn, không thể xác định xem người bình luận thích hay không thích sản phẩm, không muốn hủy đơn hàng hoặc không muốn nhận sản phẩm.",E muốn mua sỉ được không ạ,others
2,5,"Đáp án: 5.
Giải thích: Bình luận ""Bn e"" không có đủ thông tin để xác định ý nghĩa cụ thể, nhưng có thể suy ra là người bình luận không thích sản phẩm. ""Bn e"" có thể là từ viết tắt của ""buồn nôn"" hoặc ""bực mình"" trong tiếng Việt, tuy nhiên cũng có khả năng là từ viết tắt của ""bye"" trong tiếng Anh, có nghĩa là tạm biệt. Tuy nhiên, với ngữ cảnh livestream bán hàng, khả năng ""Bn e"" được sử dụng để biểu hiện sự không hài lòng về sản phẩm là khá cao.",Bn e,others
2,2,"Đáp án: 2. Người bình luận đặt câu hỏi cho người bán hàng. ""Bn e oi"" có thể được hiểu là ""Bạn ơi"", đây là câu hỏi để người bán hàng chú ý và trả lời câu hỏi của người bình luận.",Bn e oi,others
2,3,"Đáp án: 3. Người bình luận đang muốn chọn thông số cho sản phẩm, cụ thể là muốn hỏi về kích thước của quần và có phù hợp với người mặc không. ""Quần bn kg vừa c"" có thể hiểu là ""Quần của bạn không vừa với mình"" hoặc ""Tôi không biết kích thước của quần bạn là bao nhiêu, liệu có phù hợp với tôi không?""",Quần bn kg vừa c,others
2,2,"Đáp án: 2.
Giải thích: Bình luận này đang đặt câu hỏi về việc mua sỉ, cho nên đây là một câu hỏi.",Mình muốn mua sỉ được không ạ,others
