y_true,y_pred,y_text,content,category
0,0,"Đáp án: 0.
Bình luận ""Em ơi"" không cung cấp đủ thông tin để xác định mục đích hoặc ý định của người bình luận.",gvv,others
0,0,"Đáp án: 0.
Bình luận ""Em ơi"" không cung cấp đủ thông tin để xác định mục đích hoặc ý định của người bình luận.",dcc,others
0,3,"Đáp án: 3.
Giải thích: Trong livestream bán hàng, ""Cv s"" có thể hiểu là ""chọn size S"" (Cv là cách viết tắt của ""chọn size""). Vì vậy, đây là việc chọn thông số cho sản phẩm.",Cv s,others
0,0,"Đáp án: 0.
Giải thích: Bình luận ""fdfv"" không mang ý nghĩa hoặc thông tin gì liên quan đến việc bán hàng. Không thể phân tích được ý nghĩa của bình luận này.",fdfv,others
0,2,"Đáp án: 2. Bình luận này đặt câu hỏi ""Thấy mình không?"" và không liên quan đến việc nhắc tên riêng, chia sẻ, chọn thông số sản phẩm, đã chốt đơn, không thích hoặc thích sản phẩm, muốn hủy đơn hàng hoặc không muốn nhận sản phẩm.",Thấy mình ko,others
0,2,Đáp án: 2. Bình luận này là một câu hỏi về việc sản phẩm có sẵn kích cỡ L hay không.,E có cv L chưa ạ,others
0,2,"Đáp án: 2. Bình luận này là câu hỏi về việc xác nhận công việc (cv) của người bình luận với người bán hàng (s), do đó đáp án là 2 - Đặt câu hỏi.",E có cv s chưa ak,others
0,2,"Đáp án: 2. Bình luận này là một câu hỏi, hỏi người bán hàng rằng liệu họ đã có size L của sản phẩm đó chưa.",E có cv L chưa c,others
0,0,"Đáp án: 0. Bình luận ""Em ơi"" không chứa đủ thông tin để phân tích ý nghĩa của nó. Nó có thể chỉ là cách gọi người bán hàng hoặc là bắt đầu của một câu hỏi hoặc chia sẻ khác. Cần có thêm thông tin để đưa ra phân tích chính xác hơn.",Em ơi,others
0,2,"Đáp án: 2. Người bình luận đang đặt câu hỏi về việc sản phẩm có sẵn không. ""E"" là cách viết tắt của ""em"", thường được sử dụng trong trò chuyện trực tuyến hoặc chat để thay thế cho ""tôi"" hoặc ""tớ"".",E có k ạ,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Chan vay"" có thể được hiểu như là yêu cầu cho livestreamer/chủ shop chọn mẫu vải hoặc kiểu dáng cho chiếc váy. Do đó, đây là việc chọn thông số cho sản phẩm và đáp án là 3.",Chan vay,others
3,3,"Đáp án: 3. Người bình luận đang muốn chọn thông số cho sản phẩm, cụ thể là kích cỡ của chiếc chân váy mà họ muốn mua.",Chan vay s nhe e,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, cụ thể là chọn kích cỡ ""s"" cho chiếc chân váy.",chân váy s,others
2,3,"Đáp án: 3. Bình luận này đang chọn thông số cho sản phẩm bằng việc yêu cầu bổ sung thêm một món đồ, là ""Áo Trắng"".",Chi them Ao Trang,others
0,0,"Đáp án: 0. Bình luận ""Cám ơn"" chỉ là một lời cảm ơn từ người xem đến người bán hàng và không có ý nghĩa gì liên quan đến các nhãn đã cho.",Cám ơn,others
2,2,"Đáp án: 2. Bình luận này là một câu hỏi hỏi về công việc của người bán hàng (""Cv bn v ạ""), có thể là hỏi về việc bán hàng trên livestream, hoặc hỏi về công việc của người bán hàng nói chung.",Cv bn v ạ,others
0,6,"Đáp án: 6. Bình luận này có nội dung tích cực với cảm xúc thích thú và sự hài lòng về sản phẩm, nên đáp án là 6 - Nếu thích sản phẩm.",Thương pi,others
2,5,"Đáp án: 5. Bình luận cho thấy người đó không thích sản phẩm hoặc chưa thấy hài lòng với sản phẩm. ""Thấy"" và ""k e"" là cách viết tắt của ""thấy không ổn"".",Thấy cm chị k e,others
3,3,"Đáp án: 3. Người bình luận đang yêu cầu thông số của sản phẩm là chân váy, có thể là kích cỡ hoặc màu sắc của sản phẩm.",Chân váy s,others
2,2,"Đáp án: 2.
Giải thích: Bình luận này là một câu hỏi về sản phẩm ""Đồng hồ"", người bình luận muốn hỏi rằng sản phẩm này có được bán hay không.",Đồng hồ thuong mang có bán k,others
3,4,"Đáp án: 4. Người bình luận đã thông báo rằng họ đã chốt đơn hàng, có nghĩa là họ đã hoàn tất quá trình đặt hàng và không còn muốn mua thêm sản phẩm nào khác.",Rồn đơn,others
3,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm ""Cv S"".",Cv  S,others
2,2,"Đáp án: 2. Người bình luận đặt câu hỏi xem sản phẩm ""E"" đã có sẵn để mua chưa.",E có chưa ạ,others
3,3,"Đáp án: 3. Người bình luận đang yêu cầu sản phẩm có thông số ""Cv da đen bóng"", kích cỡ M và cũng đề cập rằng sản phẩm này đã được giới thiệu trên một livestream trước đó.",Cv da đen bóng ljve trước còn k chị lấy sz M,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, chọn kích cỡ S.",Cv S,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, cụ thể là họ đang hỏi xem chân váy đang mặc có màu khác không có sẵn để mua.",Chân váy đang mặc có màu khác k c,others
0,4,"Đáp án: 4. Người bình luận đã đặt đơn hàng và muốn chủ livestream biết rằng chị ấy đã đặt hàng. Có thể chữ ""C"" trong bình luận đại diện cho tên người bình luận. Cảm ơn ""e"" có thể là cảm ơn cho người bán hàng.",Váy body cam hoa chị có đơn chúa thương ơi C cảm ơn e,others
0,0,"Đáp án: 0.
Giải thích: Bình luận không có ý nghĩa rõ ràng và không có đủ thông tin để phân tích.",c len tre wa,others
3,0,Không phân tích được. Bình luận này không có đủ thông tin để xác định ý nghĩa hoặc mục đích của người bình luận.,Cv M,others
2,5,"Đáp án: 5. Bình luận này cho thấy người viết không thích sản phẩm và đánh giá sản phẩm này không được tốt. ""Bóng hết đen"" có thể ám chỉ rằng sản phẩm không có độ bóng hoặc màu sắc không đẹp.",Bóng hết đen ạ,others
0,6,"Đáp án: 6.
Giải thích: Bình luận ""Cảm ơn shops nhé"" cho thấy người bình luận rất hài lòng và cảm thấy cảm động với sản phẩm hoặc dịch vụ mà shop cung cấp. Đây là một phản hồi tích cực và người bình luận có ý định đánh giá cao và giới thiệu shop đến người khác.",Cảm ơn shops nhé,others
2,2,Đáp án: 2. Người bình luận đang đặt câu hỏi về kích cỡ và trọng lượng của sản phẩm.,Cv nâu size m bnhieu kg vậy chị,others
2,2,"Đáp án: 2. Bình luận này là câu hỏi về tình trạng hàng hóa, đặc biệt là sản phẩm ""Set c"". Người bình luận muốn biết liệu sản phẩm còn trong tình trạng bận hay không để quyết định việc mua hàng.",Set c bận còn k ạ,others
0,3,"Đáp án: 3. Người bình luận muốn biết thông tin về sản phẩm, cụ thể là tình trạng còn size S hay không. Do đó, đây là một câu hỏi về thông số sản phẩm.",Hết size S ạ,others
0,2,Đáp án: 2. Người bình luận đang đặt câu hỏi xem sản phẩm chân váy có size L không.,Em có chân váy sai l chưa chi,others
0,6,"Đáp án: 6. Bình luận này thể hiện sự cảm kích và hài lòng về sản phẩm, do đó đáp án là 6 - thể hiện người bình luận thích sản phẩm.",Mình cảm ơn shop nhé,others
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Set chị bận"" không cung cấp đủ thông tin để phân tích ý định của người bình luận, vì vậy không thể gán nhãn cho nó.",Set chị bận,others
3,0,"Đáp án: 0. Không phân tích được ý nghĩa câu vì ""Cv m"" không đủ thông tin để hiểu rõ ý của người bình luận.",Cv m,others
0,5,Đáp án: 5. Bình luận này cho thấy người viết không hài lòng về sản phẩm và gặp vấn đề về kích thước khi bấm khổ.,Khổ bấm bị thiếu chữ,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách đưa ra một mô tả về sản phẩm, bao gồm màu sắc và kích cỡ. ""Đen bóng"" chỉ ra màu sắc của sản phẩm và ""M"" chỉ ra kích cỡ của sản phẩm.",đen bóng M,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, bao gồm màu sắc (nâu) và kích thước (vừa với chị).",Cv nâu bnhieu ký vừa v chị,others
2,3,"Đáp án: 3.
Bình luận này yêu cầu chọn thông số sản phẩm, cụ thể là kích cỡ ""M"" và hỏi về số lượng ""nhiều"" của sản phẩm này. Do đó, đáp án chính xác là 3 - ""Chọn thông số cho sản phẩm"".",Size M nhiu kí ạ,others
0,3,"Đáp án: 3. Bình luận này đang chỉ định kích thước sản phẩm cần mua là ""M"", do đó đây là một ví dụ về việc chọn thông số cho sản phẩm.",M,others
3,3,Đáp án: 3. Người bình luận đang chọn thông số sản phẩm là size M cho sản phẩm cần mua.,Lay chi cv M nha e,others
2,3,Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách yêu cầu size M.,Cv M nhiu kí ạ,others
2,3,"Đáp án: 3. Người bình luận đang yêu cầu thông tin về chất liệu sản phẩm. ""Cv M thuong mac"" có nghĩa là ""chất liệu của sản phẩm thường được sử dụng"".",Cv M thuong mac,others
2,2,"Đáp án: 2. Người bình luận đặt câu hỏi về thông tin sản phẩm khi hỏi ""C kg có váy L hả e"".",C kg có váy L hả e,others
3,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận ""Cv M Thuong mac"" có thể được hiểu là người bình luận không thích hoặc không quan tâm đến sản phẩm được bán trong livestream. ""Cv M"" có thể là cách viết tắt của ""Cảm ơn M"" hoặc ""Chào M"" để bày tỏ sự lịch sự trong bình luận. Tuy nhiên, việc sử dụng từ ""Thuong"" có thể biểu hiện ra sự không hài lòng của người bình luận đối với sản phẩm được bán. Do đó, đáp án 5 là phù hợp nhất trong trường hợp này.",Cv M Thuong mac,others
2,2,Đáp án: 2. Người bình luận đang đặt câu hỏi về kích thước của sản phẩm.,Size M nhiu kí vậy chị,others
2,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, yêu cầu bán hàng đặt một chiếc váy size L cho cô ấy.",C đặt váy L có k e,others
0,1,"Đáp án: 1. Người bình luận đang nhắc tới tên riêng ""Qua c"" và thể hiện sự thân thiết khi sử dụng biểu cảm ""heheh"".",Dúng rùi Qua c gọi e à thương heheh,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, cụ thể là muốn mua sản phẩm màu đen, size M.",đen bóng sz M,others
2,2,"Đáp án: 2. Người bình luận đặt câu hỏi về thông số sản phẩm, bao gồm kích thước (size) và tính năng (bóp được hay không).
Giải thích:
""Chân váy nâu M nhiu kí ạ"" - hỏi về kích thước sản phẩm, trong trường hợp này là size M.
""Bóp dc k chị"" - hỏi tính năng của sản phẩm, liệu có thể bóp hay không.",Chân váy nâu M nhiu kí ạ  Bóp dc k chị,others
0,0,"Đáp án: 0. Không phân tích được. Bình luận ""Dhdhdhd"" không có nội dung cụ thể hoặc ý nghĩa rõ ràng để phân tích.",Dhdhdhd,others
0,0,"Đáp án: 0. Bình luận ""Xhhxhd"" không cung cấp bất kỳ thông tin nào liên quan đến sản phẩm hoặc giao dịch mua bán, do đó không thể phân loại theo bất kỳ nhãn nào trong danh sách đã cho.",Xhhxhd,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số kích cỡ sản phẩm là ""sz m"" (size M).",Cv thương mac sz m,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách ghi rõ ""Cv Den S"", có thể đang muốn mua sản phẩm có màu đen và size S.",Cv Den S,others
0,0,"Đáp án: 0. Không phân tích được nội dung bình luận vì chỉ có chuỗi kí tự vô nghĩa ""Hdhdhhd"".",Hdhdhhd,others
0,0,"Không thể phân tích được vì bình luận ""Hdhhdhd"" không có nội dung cụ thể để đưa ra bất kỳ đáp án nào.",Hdhhdhd,others
3,0,"Không có thông tin đủ để xác định phân loại bình luận. ""Cv den S"" không cung cấp đủ thông tin để hiểu được nội dung của bình luận.",Cv den S,others
0,0,"Không có thông tin đủ để xác định phân loại bình luận. ""Bdhdhd"" không cung cấp đủ thông tin để hiểu được nội dung của bình luận.",Bdhdhd,others
0,0,"Không có thông tin đủ để xác định phân loại bình luận. ""Dhdhhd"" không cung cấp đủ thông tin để hiểu được nội dung của bình luận.",Dhdhhd,others
0,0,"Không có thông tin đủ để xác định phân loại bình luận. ""Hhshdhd"" không cung cấp đủ thông tin để hiểu được nội dung của bình luận.",Hhshdhd,others
0,0,"Đáp án: 0. Bình luận này không rõ ràng và khó hiểu. Có thể đây là một tin nhắn sai lệch hoặc lỗi chính tả, không liên quan đến sản phẩm hoặc dịch vụ. Không thể phân tích được ý nghĩa chính xác của bình luận này.",Chị gọi kêu dồn đ ý Hjc mà kêu k đc Nên gủi riêng đó e,others
0,0,Đáp án: 0. Không phân tích được vì bình luận chỉ là một chuỗi các ký tự ngẫu nhiên không mang ý nghĩa gì.,Jsjjđj,others
0,0,"Đáp án: 0. Bình luận ""Hdhdhdh"" không có nội dung cụ thể hoặc ý nghĩa rõ ràng nên không thể phân tích được.",Hdhdhdh,others
0,0,"Đáp án: 0. Bình luận ""Hdjdeuof"" không có ý nghĩa rõ ràng hoặc cụ thể để phân tích được.",Hdjdeuof,others
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Hehhdhd"" không có nội dung cụ thể hoặc thông tin đủ để phân tích ý định của người bình luận.",Hehhdhd,others
0,0,"Đáp án: 0. Không phân tích được. ""mji"" không phải là một bình luận có nội dung đủ để phân tích và trả lời theo các nhãn đã cho.",mji,others
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Gakskkdufng"" không chứa thông tin đủ để phân tích ý nghĩa hoặc mục đích của người bình luận, do đó đáp án là 0.",Gakskkdufng,others
0,0,"Đáp án: 0. Không thể phân tích được ý nghĩa của bình luận ""Vslsuhtbsnx"" do đó đáp án là 0.",Vslsuhtbsnx,others
0,0,"Đáp án: 0. Không phân tích được vì ""Hsjdhdh"" không phải là một câu hoặc từ đầy đủ có ý nghĩa để phân tích.",Hsjdhdh,others
0,0,Đáp án: 0. Không phân tích được vì bình luận không có nội dung rõ ràng hoặc có thể là lỗi từ người viết.,Agwir fc,others
0,0,"Đáp án: 0. Bình luận ""njk"" không có đủ thông tin để phân tích được ý kiến của người bình luận.",njk,others
0,0,"Đáp án: 0. Không phân tích được vì ""Dụhd"" không mang ý nghĩa hoặc ý kiến rõ ràng.",Dụhd,others
0,0,"Đáp án: 0. Bình luận ""ndbd"" không mang lại bất kỳ thông tin hoặc ý kiến cụ thể về sản phẩm, do đó không thể phân tích được theo các nhãn đã cho.",ndbd,others
