y_true,y_pred,y_text,content,category
0,0,"Đáp án: 0.
Giải thích: Bình luận ""Hi"" không chứa đủ thông tin để phân loại vào bất kỳ nhãn nào trong danh sách. Nó có thể chỉ là lời chào hoặc biểu thị sự quan tâm của người dùng đến livestream nhưng không liên quan đến sản phẩm hoặc các vấn đề liên quan đến đơn hàng.",Hi,clothing
2,0,"Đáp án: 0.
Giải thích: Bình luận ""Chị coi đỏ tuổi"" không liên quan đến việc nhắc tên, chia sẻ, chọn thông số sản phẩm, hoặc các trường hợp đặc biệt khác. Bình luận này có thể được hiểu là một lời khen về ngoại hình của người bán hàng, nhưng không thể xác định được ý định chính xác của người bình luận.",Chị coi đỏ tuoi,clothing
0,0,"Đáp án: 0. Vì bình luận chỉ có dấu ba chấm, không cung cấp đủ thông tin để phân tích.",...,clothing
0,0,"Xin lỗi, để phân tích được bình luận, cần có nội dung cụ thể của bình luận đó. Vui lòng cung cấp thêm thông tin để tôi có thể giúp bạn.",...,clothing
2,2,"Đáp án: 2. Bình luận ""Set ngủ còn k shop"" cho thấy người bình luận đang thắc mắc về việc sản phẩm ""set ngủ"" đã hết hàng trong shop hay chưa. Tuy nhiên, bình luận không có đủ thông tin để xác định người bình luận muốn mua hay chỉ quan tâm đến sản phẩm.",Set ngủ còn k shop,clothing
3,2,"Đáp án: 2. Bình luận này không liên quan đến sản phẩm hoặc chủ đề livestream bán hàng, mà có vẻ như là một số điện thoại của một người nào đó. Do đó, không có thông tin để phân tích theo các nhãn đã cho.",1 nấu 0987115508,clothing
2,3,"Đáp án: 3. Người bình luận muốn chọn lại thông số cho sản phẩm, có thể là màu sắc hoặc kích cỡ khi xem lại cảm nhận trên livestream.",Chị xem lại cảm và nâu,clothing
0,0,Đáp án là 0 vì không có thông tin để phân tích hoặc bình luận bị thiếu.,...,clothing
2,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm. Bình luận ""Chị xem lại số 1 cảm và nâu"" có nghĩa là người bình luận đang yêu cầu xem lại sản phẩm số 1 với màu sắc cảm và nâu, có thể là để chọn mua sản phẩm đó.",Chị xem lại số 1 cảm và nâu,clothing
2,3,"Đáp án: 3. Người bình luận muốn chọn thông số cho sản phẩm.
Giải thích: Bình luận yêu cầu cho thông tin về một chi tiết của sản phẩm, cụ thể là kiểu dây kéo của áo khoác.",Co ao khoác day kéo loai day ma non bự ko c oi,clothing
0,0,"Đáp án: 0.
Giải thích: Không có thông tin để phân tích ý nghĩa của bình luận.","..,,,",clothing
2,2,"Đáp án: 2. Bình luận này đang thắc mắc về giá của sản phẩm, không nhắc tên riêng, không muốn chia sẻ thông tin hay lựa chọn sản phẩm.",Giá bn vậy shop,clothing
