y_true,y_pred,y_text,content,category
0,0,Hello! How can I assist you today?,Chị trộn thật quá ak bên c tuyền e xem kem bả như kiểu nấu rồi đem ra vậy đó k phải nhiều loại trộn lại,others
2,2,"Đáp án: 2.
Giải thích:
Bình luận ""Có bán chả góp kg cj"" là một câu hỏi về khả năng mua hàng trả góp trong livestream bán hàng. Khách hàng có thắc mắc về khả năng trả góp của sản phẩm và muốn được giải đáp. Vì vậy, đáp án là 2 - nếu đặt câu hỏi.",Có bán chả góp kg cj,others
0,5,"Đáp án: 5.
Giải thích:
Bình luận ""Kem thường đã trắng r kem này chắc banh xác"" cho thấy người bình luận không thích sản phẩm và đánh giá sản phẩm không tốt. Vì vậy, đáp án là 5 - nếu không thích sản phẩm.",Kem thường đã trắng r kem này chắc banh xác,others
6,6,"Đáp án: 6.
Giải thích:
Bình luận ""nhìn chất kem mê quá em ơi"" cho thấy người bình luận thích sản phẩm và đánh giá sản phẩm tốt. Vì vậy, đáp án là 6 - nếu thích sản phẩm.",nhìn chất kem mê quá em ơi,others
0,2,Đáp án: 2. Bình luận này đang đặt câu hỏi xem sản phẩm có phù hợp với lứa tuổi của người bình luận không.,17 tuổi xài đc không chị,others
3,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm, trong trường hợp này là kem, và muốn đặt mua 1 hũ kem bạch.",E 1 hũ bạch ạ,others
0,3,"Đáp án: 3.
Giải thích: Bình luận này là việc lựa chọn thông số cho sản phẩm, nó chỉ đề cập đến một bộ trắng bạch mà người viết muốn mua. Việc này có thể giúp cho người bán biết được sản phẩm được ưa chuộng và có thể tăng khả năng bán hàng thành công.",Em một bộ trắng bạch,others
0,4,"Đáp án: 4. Người bình luận đã đặt hàng vào đêm hôm trước nhưng chưa gửi thanh toán, vì vậy họ muốn xác nhận rằng họ sẽ gửi tiền vào ngày hôm sau. Họ yêu cầu người bán hàng gửi sản phẩm cùng với một món quà là kem trong khi họ đang livestream. Chọn đáp án 4 vì người bình luận đã chốt đơn hàng trước đó.",Chị ơi e đặt hom wa hàng e chưa gửi mai chị gửi kem chị đang live nha,others
0,2,"Đáp án: 2. Người bình luận đang đặt câu hỏi về sản phẩm ""Kem ủ"".",Kem ủ hả chị,others
0,2,"Đáp án: 2.
Giải thích: Bình luận này là một câu hỏi về sản phẩm. Người bình luận hỏi xem liệu có kem mới nữa không, đưa ra một yêu cầu cụ thể cho người bán hàng.",Nay kem mới nữa hả chị,others
0,2,Đáp án: 2. Người bình luận đặt câu hỏi về việc có nhận được quà tặng hay không.,vẫn dc tặng quà hả chị,others
3,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận ""Em hủ trắng bạch đi chị"" có thể được hiểu là người bình luận không thích sản phẩm và muốn chuyển sang sản phẩm khác. Tuy nhiên, câu nói này cũng có thể mang nhiều ý nghĩa khác nhau tùy vào ngữ cảnh, vì vậy đôi khi không thể phân tích chính xác được ý nghĩa của một bình luận chỉ qua một câu nói đơn lẻ.",Em hủ trắng bạch đi chị,others
0,6,"Đáp án: 6. Người bình luận cho biết họ rất vui mừng khi thấy chị bán hàng vui vẻ, có thể do họ thích sản phẩm hoặc muốn ủng hộ chị bán hàng.",Nay chị vui quá v,others
6,5,"Đáp án: 5. Bình luận này thể hiện người bình luận không tán thành với sản phẩm và cho rằng đó là một loại kem trộn, có thể có hại cho da.",đúng chất kem trộn xịn là đây nè,others
0,2,"Đáp án: 2. Bình luận này đặt câu hỏi về thời gian mua sản phẩm (""mấy tuần trước"") và việc gửi được sản phẩm đến địa chỉ của người bình luận (""gửi đc củ nha"").",gửi đc củ nhamới mua mấy tuần trước nè,others
6,5,Đáp án: 5. Người bình luận cho biết rằng kem trộn là không tốt và việc trộn các thành phần lại với nhau mới được gọi là kem trộn.,Đúng rồi trộn vậy mới kêu là kem trộn nè,others
0,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận cho thấy người viết không hài lòng với cách chào hàng của người bán, coi đó như một hình thức ""dụ"" mua hàng khiến người mua tiêu tốn hết tiền. Từ ""huhuuuu"" cũng thể hiện sự tiếc nuối và không hài lòng.",Cgiang cứ dụ mua kem hết tiền huhuuuu,others
3,1,"Đáp án: 1.
Giải thích: Bình luận này muốn chia sẻ rằng người viết đã mua một sản phẩm hủ trắng bạch và đã qua tin nhắn trên Zalo để đặt hàng với người bán. Tuy nhiên, việc đề cập tên riêng không rõ ràng nên đáp án là 1.",Dị lấy em hủ trắng bạch  Em qua nt zalo,others
2,2,Đáp án: 2. Bình luận này đặt câu hỏi về những món quà được tặng kèm theo sản phẩm. Người viết muốn biết món quà nào sẽ được tặng kèm the sản phẩm đó.,Tặng 6 món la nhưng món j vậy e,others
2,3,"Đáp án: 3. Người bình luận đang đề xuất ý tưởng trộn các món đồ vào một hủ kem bạch để thể hiện sự phối hợp và sáng tạo. Bình luận này không nhắc tên riêng, không đặt câu hỏi, không chốt đơn, không biểu thị sự thích hay không thích sản phẩm và không muốn hủy đơn hàng.",Trộn hết 6 món đó vô hủ kem bạch luôn hat chị,others
5,5,"Đáp án: 5.
Giải thích: Bình luận này thể hiện sự không hài lòng với sản phẩm, vì người bình luận cho biết sản phẩm bên cạnh của chị T là kem bã mua bên chị Mẹ của người bình luận và khi đụng nước thì không bị trôi hết như sản phẩm đang bán trong livestream.",Em chịu kem bên chị Mẹ em bã mua bên chi T sức lên đụng nước nó trôi hết trơn,others
2,4,Đáp án: 4. Người bình luận đã đặt hàng từ trước đó nhưng chưa nhận được sản phẩm. Bình luận này hỏi xem người bán có đã gửi hàng chưa để biết thêm thông tin về đơn hàng của mình. Chọn đáp án 4 vì bình luận này liên quan đến việc đã chốt đơn hàng và mong muốn biết thông tin về đơn hàng đã được gửi chưa.,Chị ơi e đặt hom wa chưa gửi vậy mai chị gửi kem chị đang live nha,others
2,3,"Đáp án: 3. Người bình luận yêu cầu chủ livestream ship sản phẩm về địa điểm nhận hàng là Bình Minh trong vài ngày tới. Bình luận này liên quan đến việc chọn thông số cho sản phẩm, nơi giao hàng và thời gian giao hàng.",Ship về bình minh mấy ngày e,others
6,3,"Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách chia sẻ kết quả sau khi sử dụng sản phẩm (""bộ trắng bạch có mấy ngày mà da trắng lắm"").",Em đang xài bộ trắng bạch có mấy ngày mà da trắng lắm chị,others
2,6,"Đáp án: 6.
Giải thích: Bình luận này cho thấy người dùng rất thích sản phẩm kem của chị và muốn chia sẻ với chị cũng như các người xem khác rằng kem này rất tuyệt vời và sức nghiện.",Kem chị sức nghiện chết đi được,others
0,0,"Đáp án: 0.
Giải thích: Bình luận này không cung cấp đủ thông tin để xác định được ý kiến của người bình luận. Không rõ là người bình luận muốn chia sẻ gì hay đặt câu hỏi gì, hay có ý kiến gì về sản phẩm hay không.",C thay e k,others
6,5,"Đáp án: 5.
Giải thích: Bình luận này có nội dung chỉ trích việc sử dụng kem trộn, do đó có thể xem là một bình luận không thích sản phẩm.",Đúng kem trộn đó mọi người Người ta trộn kem có tâm là như vậy nè,others
2,2,"Đáp án: 2.
Giải thích: Bình luận này là một câu hỏi, người bình luận đang muốn tìm hiểu về cách sử dụng sản phẩm. Cụ thể là họ đang hỏi liệu sản phẩm ""kem ban ngày"" có cần ủ không, để xác định cách sử dụng sản phẩm một cách chính xác và hiệu quả hơn.",Tối sức kem ban ngày có cần ủ k c,others
2,2,Đáp án: 2. Người bình luận đang đặt câu hỏi về thời gian ngâm kem và ủ bao lâu.,Da e ngâm lắm c Ủ bao lâu ạ,others
0,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận không rõ ràng và thiếu thông tin, nhưng dựa trên ngữ cảnh livestream bán hàng, có thể hiểu rằng người bình luận không thích sản phẩm được bán trên livestream.",C thấy e k,others
2,2,"Đáp án: 2. Bình luận này là câu hỏi, người bình luận đang tìm kiếm sự tư vấn để lựa chọn kem phù hợp với tình trạng da của mình khi còn đang đi học.",Chị ơi em còn đi học nên xài kem gì chị,others
2,0,"Đáp án: 0.
Giải thích: Bình luận không liên quan đến sản phẩm hoặc chủ đề bán hàng. Nó chỉ là một bình luận về ngoại hình của người trình diễn.",Trang hong may ngay len tong c,others
0,2,"Đáp án: 2. Bình luận này đặt câu hỏi về việc tặng quà, cho nên đáp án là 2 - Đặt câu hỏi.",Tặng gì ak chị,others
0,0,"Đáp án: 0. Bình luận ""Đúng rồi đó em"" không chứa đủ thông tin để phân loại vào các nhãn đã cho.",Đúng rồi đó em,others
0,6,Đáp án: 6. Người bình luận thích sản phẩm và tỏ ra ngưỡng mộ về vẻ đẹp của bạn bán hàng.,Ba đẹp wá,others
2,3,"Đáp án: 3. Bình luận này là việc chọn thông số cho sản phẩm, cụ thể là hỏi về cách trộn các sản phẩm và có thể kết hợp với kem được không.",6 món Trộn chung vô hết hủ kem luôn hả chị,others
6,6,"Đáp án: 6. Người bình luận đang thể hiện sự thích thú và hài lòng về sản phẩm kem mà chị đang bán. Cụ thể là sau khi sử dụng kem, da của người bình luận đã trở nên mịn hơn và mềm mại hơn.",Kem chị sức vài hôm em thấy mởn hẳnDa mịn nữa,others
2,4,Đáp án: 4. Bình luận này cho thấy người bình luận đã đặt hàng và muốn xác nhận lại với người bán xem đơn hàng đã được chốt hay chưa.,E đặt hàng c thay k c,others
3,3,"Đáp án: 3.
Giải thích: Bình luận ""Trắng bạch"" không đủ thông tin để xác định ý kiến của người bình luận về sản phẩm, tuy nhiên từ ""trắng"" và ""bạch"" có thể liên quan đến màu sắc của sản phẩm. Vì vậy, đáp án 3 là phù hợp nhất, cho biết người bình luận đang chọn thông số về màu sắc sản phẩm.",Trắng bạch,others
2,3,Đáp án: 3. Người bình luận đang muốn hỏi trọng lượng của một hủ kem để xác định giá trị của sản phẩm.,1 hủ kem trọng lượng bn e,others
2,2,"Đáp án: 2.
Giải thích: Bình luận hỏi về thời gian sử dụng của sản phẩm (hủ), vì vậy đây là một câu hỏi để tìm hiểu thông tin về sản phẩm, chứ không phải chia sẻ hoặc nhận xét, không chọn được đáp án 1, 3, 4, 5, 6 hay 7.",Hu đó sài dc bao lâu chi ạ,others
2,3,Đáp án: 3. Người bình luận đang đề xuất về việc trộn 6 món hàng vào một hủ kem. Đây là việc chọn thông số cho sản phẩm.,về trộn hết 6 món vô hủ kem luôn hả em,others
3,5,"Đáp án: 5.
Giải thích: Bình luận này không phải là một câu hỏi hoặc yêu cầu chia sẻ kinh nghiệm, cũng không phải là việc chọn thông số hay đã chốt đơn hàng. Bình luận này thể hiện sự không hài lòng của người bình luận với sản phẩm.",Kem face siêu trắng luôn k c ui tại da em ngăm đen,others
2,3,"Đáp án: 3. Người bình luận đang hỏi về thông số sản phẩm kem mà người bán đang bán, có thể là dung tích, giá cả hoặc các thông số khác.",Kem chị đang tron bn,others
2,5,"Đáp án: 5. Người bình luận cho biết đã mua 2 hộp sản phẩm trước đó nhưng chưa sử dụng, và sau khi nghe giới thiệu sản phẩm thì không muốn mua thêm nữa vì đã hết tiền. Do đó, đây là ý kiến không thích sản phẩm.",mua 2 hộp rùi chưa xài nay nghe giới thiệu mua nữa nè hết tiền luôn,others
0,6,"Đáp án: 6. Bình luận này cho thấy người viết rất đồng ý với sản phẩm được giới thiệu trong livestream, nên đáp án là 6 - Thích sản phẩm.",chuẩn đó em,others
0,3,Đáp án: 3. Người bình luận đang chọn thông số cho sản phẩm bằng cách quyết định mua thêm một lần nữa để trộn với nước tắm.,Nay mua nữa có nước về em trộn với nước tắm Chứ ms mua hủ kem còn cở nữa hủ,others
2,2,"Đáp án: 2. Bình luận này đặt câu hỏi về cách đặt hàng, hỏi người bán hàng nên liên hệ bằng cách nào để đặt hàng, là gọi điện hay nhắn tin trên chat.",Gọi điện chot hàng nói địa chỉ hay ib c,others
6,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận này cho thấy người viết không thích cách trộn của ""em"" và thích hơn là mua sản phẩm đã trộn sẵn về sử dụng.",Thấy em trộn mà chị ngán luôn cực lắm luôn mua sẳn về sài sướng hơn,others
3,0,"Đáp án: 0. Không phân tích được.
Giải thích: Bình luận ""Cua e trắng bạch nha"" không có thông tin liên quan đến sản phẩm hoặc chương trình bán hàng, cũng không cho thấy ý kiến của người bình luận về sản phẩm hay dịch vụ cụ thể nào. Vì vậy, không thể phân tích được theo các nhãn đã đưa ra.",Cua e trắng bạch nha,others
3,1,Đáp án: 1. Bình luận này nhắc đến khách hàng cụ thể theo địa chỉ của họ.,Khách củ địa chỉ củ nha trắng bạch,others
2,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận này cho thấy người bình luận đã sử dụng sản phẩm serum của người bán và không thấy hiệu quả, tức là không thích sản phẩm.",c ơi serum của c sài mặt dc k c,others
6,5,"Đáp án: 5. Người bình luận không thích sản phẩm.
Giải thích: Bình luận ""Kem xịn quá nên chị bán đắt như tôm tươi luôn"" có thể hiểu là kem rất đắt tiền vì quá tốt, tuy nhiên, từ ""chị bán"" và ""như tôm tươi"" cho thấy đây là ý kiến của người bán hàng chứ không phải khách hàng. Và câu bình luận không có bất kỳ yếu tố nào thể hiện sự hài lòng với sản phẩm, do đó, đáp án là 5 - Người bình luận không thích sản phẩm.",Kem xịn quá nên chị bán đắt như tôm tươi luôn,others
6,6,"Đáp án: 6. Người bình luận thể hiện sự thích thú và đánh giá tích cực về việc bán hàng của chị bán hàng, và muốn ủng hộ bán hàng của chị lâu dài.",Bán có tâm như chị mới lâu dài nè,others
0,5,"Đáp án: 5.
Giải thích: Bình luận này là một bình luận tiêu cực và chê bai sản phẩm, không thể đưa vào nhãn thích hoặc hủy đơn hàng.",gặp gì cũng chê xấu tới già luôn hihiii,others
6,5,"Đáp án: 5. Bình luận này cho thấy người viết không hài lòng về sản phẩm và đã sử dụng sản phẩm, nhưng kết quả không như mong đợi vì không có tác dụng trắng da như quảng cáo. Do đó, đáp án là 5 - ""nếu không thích sản phẩm"".",Em xài bữa nay trắng rồi chị,others
2,2,Đáp án: 2. Bình luận này là một câu hỏi về sản phẩm được bán trên livestream. Người bình luận muốn biết về quà tặng 6 món kèm theo sản phẩm.,Tặng quà 6 món gì ạ,others
6,5,"Đáp án: 5. Bình luận này không liên quan đến việc đặt hàng, chọn sản phẩm hay hủy đơn. Người bình luận chỉ nói rằng họ biết cách trộn sản phẩm và họ thích cách mà chủ livestream sử dụng sản phẩm của họ. Tuy nhiên, họ không nói rõ là họ thích hay không thích sản phẩm của chủ livestream.",Em biêt trộn nè mà ma h sài của chị thích gê,others
2,2,"Đáp án: 2. Người bình luận đang đặt câu hỏi về cách sử dụng sản phẩm ""Vayxài"" mà không phải đưa ra ý kiến hoặc thông tin gì cụ thể.",Tặng Vayxài sao chế,others
2,2,"Đáp án: 2. Bình luận này đặt câu hỏi về vị trí của người bán hàng (""Cj ở đâu z ak""), vì vậy đáp án là 2 - đặt câu hỏi.",Cj ở đâu z ak,others
2,3,"Đáp án: 3.
Giải thích: Bình luận này liên quan đến việc chọn thông số sản phẩm, nói về việc trộn kem trong thau và hỏi kem trắng bạch hay kem trắng hồng.",C trộn trong thau là kem j z chị Kem trắng bạch hay kem trắng hồng z chị,others
