y_true,y_pred,y_text,content,category
0,0,Error occurred,Ahduifmf,others
0,0,"Đáp án: 0
Bình luận ""Gaieifngn"" không có ý nghĩa hoặc thông tin cụ thể để phân loại vào các nhãn đã cho. Do đó, không thể phân tích được và đáp án là 0.",Gaieifngn,others
0,5,"Đáp án: 5
Bình luận ""xxx"" có ý nghĩa là người bình luận không thích sản phẩm, không có câu hỏi, chọn thông số sản phẩm hay muốn hủy đơn hàng. Do đó, đáp án là 5 - Không thích sản phẩm.",xxx,others
0,0,"Đáp án: 0
Bình luận ""m"" không có đủ thông tin hoặc ý nghĩa để phân loại vào các nhãn đã cho. Do đó, không thể phân tích được và đáp án là 0.",m,others
0,5,"Đáp án: 5
Bình luận ""S"" có thể được hiểu là viết tắt của ""Sorry"" (là tiếng Anh có nghĩa là ""xin lỗi"") hoặc ""Not my style"" (không phù hợp với phong cách của tôi), tức là người bình luận không thích sản phẩm. Vì vậy, đáp án là 5.",S,others
0,0,"Đáp án: 0. Không phân tích được vì ""Abdjifkg"" là một chuỗi kí tự không có ý nghĩa hoặc thông tin cụ thể liên quan đến sản phẩm hoặc buổi livestream bán hàng others.",Abdjifkg,others
0,0,Đáp án: 0. Bình luận không có ý nghĩa rõ ràng hoặc không phân tích được.,Ạnkfkgg,others
0,0,Đáp án: 0. Không phân tích được vì bình luận không có nội dung rõ ràng hoặc không có từ tiếng Việt.,Ảhiifbfgm,others
0,0,"Đáp án: 0. Không phân tích được vì bình luận chỉ có một ký tự ""D"" và không cung cấp đủ thông tin để xác định ý định của người bình luận.",D,others
0,0,"Đáp án: 0.
Giải thích: Bình luận không có nội dung rõ ràng, không thể phân loại vào các trường hợp đã đề cập.",Vsnfkgkt,others
0,0,Không thể phân tích được bình luận vì chỉ bao gồm các kí tự không có ý nghĩa rõ ràng.,Ẻhtngkg,others
2,3,"Đáp án: 3. Người bình luận đang hỏi về thông số sản phẩm, cụ thể là kích thước size M của chân váy nảy.",Chân váy nảy chị bận size M nhiu kí,others
0,0,"Đáp án: 0. Không thể phân tích được ý nghĩa của bình luận ""Agsurinf"" do nó không có ý nghĩa hoặc có thể là một từ không liên quan đến sản phẩm hay chủ đề đang được thảo luận trong livestream.",Agsurinf,others
0,0,"Đáp án: 0. Bình luận ""Bekfjffnf"" không có ý nghĩa hoặc không phân tích được.",Bekfjffnf,others
0,0,"Đáp án: 0. Bình luận ""mm"" không mang tính chất gì cả và không thể phân loại vào bất kỳ nhóm nào trong các lựa chọn đã cho.",mm,others
2,3,"Đáp án: 3.
Giải thích: Người bình luận đang chọn màu sắc (nâu) cho sản phẩm, do đó đây là một trường hợp chọn thông số cho sản phẩm.",Màu nâu đó e,others
0,0,"Đáp án: 0. Bình luận ""zzzz"" không có thông tin đủ để phân tích ý nghĩa của nó.",zzzz,others
0,0,"Đáp án: 0. Bình luận ""Vvvv"" không mang ý nghĩa rõ ràng và không cho thấy hành động hay ý kiến của người bình luận đối với sản phẩm hoặc buổi livestream. Do đó, không thể phân loại được bình luận này vào bất kỳ nhóm nào trong danh sách.",Vvvv,others
