y_true,y_pred,y_text,content,category
2,0,Hello! How can I assist you today?,Lấy đồ ngủ em coi thử chị,clothing
2,2,"Đáp án: 2.
Giải thích: Bình luận này là một câu hỏi về sản phẩm. Người dùng đang thắc mắc xem liệu cửa hàng có bán quần jeans bé trai dành cho trẻ nặng 16 kg hay không. Không có tag tên riêng hoặc chia sẻ bài, cũng không chọn thông số cho sản phẩm hoặc thể hiện sự thích thú với sản phẩm. Do đó, đáp án là 2 - đang thắc mắc và hỏi về sản phẩm.",Chế ơi có quần jeans bé trai 16kilograms không ạ,clothing
2,6,"Đáp án: 6.
Giải thích: Bình luận này thể hiện sự thích thú và khuyến khích. Người dùng đề nghị ""lên đồ dài tay"" cho bé trai và gọi chị (người livestream) để thể hiện sự hứng thú với sản phẩm. Vì không có tag tên riêng hoặc chia sẻ bài, không đặt câu hỏi hoặc thắc mắc, và không chọn thông số cụ thể cho sản phẩm, nên đáp án phù hợp là 6 - thích sản phẩm.",Lên đồ dài tay bé trai đi chị,clothing
2,6,"Đáp án: 6.
Giải thích: Bình luận này thể hiện sự thích thú với sản phẩm. Người dùng chỉ đơn giản viết ""Vòng bạc"" để thể hiện sự quan tâm hoặc sự thích thú với một sản phẩm vòng bạc. Không có tag tên riêng hoặc chia sẻ bài, không đặt câu hỏi hoặc thắc mắc, cũng không chọn thông số cho sản phẩm. Do đó, đáp án phù hợp là 6 - thích sản phẩm.",Vòng bạc,accessory
2,2,"Đáp án: 2.
Giải thích: Bình luận này đặt câu hỏi và thắc mắc. Người dùng đang hỏi xem có còn đầm kẻ (một loại sản phẩm) hay không. Vì có việc hỏi và thắc mắc, không có tag tên riêng hoặc chia sẻ bài, không chọn thông số cụ thể cho sản phẩm, và không thể hiện sự thích thú với sản phẩm, nên đáp án phù hợp là 2 - đặt câu hỏi hoặc đang thắc mắc về sản phẩm.",Đầm kẻ còn không em,clothing
3,0,"Đáp án: 0.
Giải thích: Bình luận này không rõ ràng và không cung cấp đủ thông tin để phân tích theo các tiêu chí đã đề ra. ""a22 dồn đơn"" không có ý nghĩa rõ ràng hoặc liên quan đến sản phẩm. Do đó, không thể xác định đáp án một cách chính xác và đáp án phù hợp là 0 - không phân tích được.",a22 dồn đơn,others
3,3,"Đáp án: 3.
Giải thích: Bình luận này đang chọn thông số cho sản phẩm. Người dùng đề cập đến ""Sensoda"" và thể hiện sự quan tâm hoặc yêu cầu đặc điểm cụ thể của sản phẩm. Mặc dù không có thông tin đầy đủ, nhưng từ ""dồn đơn"" có thể cho thấy người dùng muốn biết về đơn giá hoặc số lượng sản phẩm. Vì không có tag tên riêng hoặc chia sẻ bài, không đặt câu hỏi hoặc thắc mắc, và không thể hiện sự thích thú với sản phẩm, nên đáp án phù hợp là 3 - chọn thông số cho sản phẩm.",Sensoda dồn đơn,grocery
3,3,"Đáp án: 3.
Giải thích: Bình luận này đang chọn thông số cho sản phẩm. Người dùng viết ""Đrm 18kilograms"", có thể giới hạn quần áo (có thể là đầm, áo khoác, hay một loại sản phẩm khác) dành cho trẻ em có cân nặng khoảng 18 kilograms. Từ ""Đrm"" có thể là viết tắt của ""đồ trẻ em"" hoặc chỉ loại sản phẩm cụ thể. Do không có tag tên riêng hoặc chia sẻ bài, không đặt câu hỏi hoặc thắc mắc, và không thể hiện sự thích thú với sản phẩm, nên đáp án phù hợp là 3 - chọn thông số cho sản phẩm.",Đrm 18kilograms,clothing
3,3,"Đáp án: 3.
Giải thích: Bình luận này đang chọn thông số cho sản phẩm. Người dùng viết ""Xam 22kilograms"", có thể đang yêu cầu hoặc quan tâm đến quần áo (có thể là đầm, áo khoác, hay một loại sản phẩm khác) dành cho trẻ em có cân nặng khoảng 22 kilograms. Từ ""Xam"" có thể là mô tả màu sắc hoặc loại vải của sản phẩm. Do không có tag tên riêng hoặc chia sẻ bài, không đặt câu hỏi hoặc thắc mắc, và không thể hiện sự thích thú với sản phẩm, nên đáp án phù hợp là 3 - chọn thông số cho sản phẩm.",Xam 22kilograms,clothing
3,1,"Đáp án: 1.
Giải thích: Bình luận này chứa việc chia sẻ và hy vọng nhận được quà. Người dùng nói rằng họ đã chia sẻ nhiều và hy vọng sẽ nhận được quà trị giá 0đ (không có giá trị). Từ ""chia sẻ"" và ""hy vọng nhận được quà"" cho thấy người dùng đang tham gia hoạt động chia sẻ hoặc quảng bá trong livestream. Do đó, đáp án phù hợp là 1 - tag tên riêng hoặc chia sẻ bài.",Em chia sẻ nhiều lắm rồi hy vọng sẽ nhận được quà 0đ ạ,grocery
